Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,gradient_clip,mul_name,qtype,test_acc_top1,Mode
2023-10-12 10:55:27,8.3min,d1d78d4f0bf94aa3acdf634932a26e24,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_3N3,8x4_affine_per_tensor,0.9929999709129333,testing
2023-10-12 10:13:51,8.3min,675a046990c646efb770a4173758fba3,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_3CY,8x4_affine_per_channel,0.992900013923645,testing
2023-10-12 10:05:32,8.3min,10ab93581f044a3fbe196def82339b06,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_3CY,8x4_affine_per_tensor,0.9929999709129333,testing
2023-10-12 09:40:28,8.4min,7d49db75f0a8453cb3103366532fe742,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_3BP,8x4_affine_per_channel,0.9925000071525574,testing
2023-10-12 09:31:54,8.6min,48406314cfef41c5bd2448c507c17482,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_3BP,8x4_affine_per_tensor,0.9926000237464905,testing
2023-10-11 21:34:25,8.5min,4be5fd6e96e14ef08759fd4aa36e301b,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_3BB,8x4_affine_per_channel,0.9926999807357788,testing
2023-10-11 21:25:49,8.6min,2b7e1b7f18484899bf2d129fed5e9fff,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_3BB,8x4_affine_per_tensor,0.9927999973297119,testing
2023-10-12 01:33:33,8.1min,8f80889de4fb41a1ac050da6b423b26a,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2TZ,8x4_affine_per_channel,0.9923999905586243,testing
2023-10-12 01:25:21,8.2min,c19ad3bd061244e48a4f47bf6df9090c,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2TZ,8x4_affine_per_tensor,0.9929999709129333,testing
2023-10-12 10:47:02,8.4min,aa2e2be918524c38a5b412dc93bc57c1,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2L5,8x4_affine_per_channel,0.9926999807357788,testing
2023-10-12 10:38:40,8.4min,5b51f493bb314a98934bcf9d965f2cae,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2L5,8x4_affine_per_tensor,0.9929999709129333,testing
2023-10-11 22:07:18,8.4min,3679d88d9fe54a80969f3869bec02e2a,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2GR,8x4_affine_per_channel,0.9925000071525574,testing
2023-10-11 21:59:11,8.1min,e3a3500917b044f9b96c61278d698351,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2GR,8x4_affine_per_tensor,0.9922000169754028,testing
2023-10-12 12:08:57,8.6min,2c06347f53b74e9d957fd8c982a84797,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2G5,8x4_affine_per_channel,0.992900013923645,testing
2023-10-12 12:00:17,8.7min,937764a32a88432a845f15b81a042b78,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2G5,8x4_affine_per_tensor,0.9922999739646912,testing
2023-10-12 09:23:20,8.6min,b9fdecad7a9344869b07a0835eada02c,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2G2,8x4_affine_per_channel,0.14399999380111694,testing
2023-10-12 09:14:48,8.5min,a91e0f604ad84dc78ef79b96ff9d6b9e,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2G2,8x4_affine_per_tensor,0.10180000215768814,testing
2023-10-11 22:44:34,9.5min,92d21b6fb0624793b57269b3db3dad0b,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2DH,8x4_affine_per_channel,0.9684000015258789,testing
2023-10-11 22:34:51,9.7min,5493bc5d8d0d4ded9fbacf794c3c7b26,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2DH,8x4_affine_per_tensor,0.6984000205993652,testing
2023-10-11 21:51:07,8.1min,e0921e88e7be4dd6978e254508d5fcd7,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2DB,8x4_affine_per_channel,0.9926999807357788,testing
2023-10-11 21:42:57,8.2min,6b46f13426cb42d5974b106351329493,Approximate Retraining,LOCAL,./quant_accuracy_experiment.py,elias,FINISHED,0.5,mul8x4u_2DB,8x4_affine_per_tensor,0.9925000071525574,testing
